sentence_id	sentence	locale	reason
1f739a85748617ef353bebb509f362c7a45d67fd9b244f89becea16f0a95b463	giờ thành con ma dại đến nhà cũng k thể về	vi	grammar-or-spelling
31a44fe6424e3080fdc6a5c8b2c59994af5f1e9da15de2715cbec58f49e2910b	Những vừa cúii người thì ngã sắp luôn xuống sàn nhà	vi	grammar-or-spelling
ebb534528190fd32afb397fd443e467705b2a38f7f3f78f2dbd0183a7a92e30f	Bà nhìn con đôi mắt đậm lẻ	vi	grammar-or-spelling
ba9a66490bcc316fa45bb7dd66d36b2fa7663c06b9c63b18343c7cceeb8af21a	về nước chơi chưa được bao lâu laij bị tai nạn	vi	grammar-or-spelling
b2fc7bc60c364aaca524ab19980ead27f9b724e4d2e188587ef7d7145d25e3a8	rồi bố xẽ cho thêm tiền	vi	grammar-or-spelling
689ec582f9105b6bb0f4f27b5b13d773b2ce4095ef1573539ed8cd1708bee50c	Bố mẹ của Phương lao lại ôm nghiềm lấy con	vi	grammar-or-spelling
d6e4728fec05ef2436687062c76530c3fdb54bac43384f16186be031fc18fcb0	Đám đông bu vào đôgn nghẹt cố chen lên trên	vi	grammar-or-spelling
3825ffe57bb9de4d3d2b76488611e7af7e2a6ababecda98cde06026330fc94fd	Hà ni đánh bạo gọi khẽ	vi	offensive-language
3825ffe57bb9de4d3d2b76488611e7af7e2a6ababecda98cde06026330fc94fd	Hà ni đánh bạo gọi khẽ	vi	different-language
3825ffe57bb9de4d3d2b76488611e7af7e2a6ababecda98cde06026330fc94fd	Hà ni đánh bạo gọi khẽ	vi	tat tat ca voice siri

c4d1c7a3eb977f5f800034050ab83196b05b5b091ebb90c588d65cbf451f1f9b	tháy nó vào định lại chòa nhưng sau khi thấy ông chồng của Trinh	vi	grammar-or-spelling
e54ce8ba9e2dab95221fb56a9e5cd468c052459d00357cc2c9774805b0d62bad	Bạn của Trinh cháo bố mẹ Phương	vi	grammar-or-spelling
c4d1c7a3eb977f5f800034050ab83196b05b5b091ebb90c588d65cbf451f1f9b	tháy nó vào định lại chòa nhưng sau khi thấy ông chồng của Trinh	vi	grammar-or-spelling
b2fc7bc60c364aaca524ab19980ead27f9b724e4d2e188587ef7d7145d25e3a8	rồi bố xẽ cho thêm tiền	vi	grammar-or-spelling
ba9a66490bcc316fa45bb7dd66d36b2fa7663c06b9c63b18343c7cceeb8af21a	về nước chơi chưa được bao lâu laij bị tai nạn	vi	grammar-or-spelling
31a44fe6424e3080fdc6a5c8b2c59994af5f1e9da15de2715cbec58f49e2910b	Những vừa cúii người thì ngã sắp luôn xuống sàn nhà	vi	grammar-or-spelling
5b139c0f5c22133d762cde0192688f82fb7a20f016ea0565d12c6f14809c37c7	nhung bai tho hay nhat moi thoi dai	vi	grammar-or-spelling
e08fdc7359eda63619e6a4d9cfb749ea2897a646e59fb40f938cd9c386190bd8	A Hội bắt đầu đi vào câu chuyện kể về thế giời bên kia	vi	grammar-or-spelling
1f739a85748617ef353bebb509f362c7a45d67fd9b244f89becea16f0a95b463	giờ thành con ma dại đến nhà cũng k thể về	vi	grammar-or-spelling
5b139c0f5c22133d762cde0192688f82fb7a20f016ea0565d12c6f14809c37c7	nhung bai tho hay nhat moi thoi dai	vi	grammar-or-spelling
43ec70fd5ce943120da361419b435c569e3d9ad75cbff39ad8626b1cc159ad9f	Thế rồi sao những đêm yên bình là những chuyện kinh dị xảy ra	vi	grammar-or-spelling
3e3c9c8a9a88a7a9d5484ea2c394a27e8f74986bf5f63db7ffb877d5a10d51fd	Từ khoá liên quan: Bài thơ hay, bai tho hay, bài thơ tình hay	vi	grammar-or-spelling
469fdfddd46c07c8266041e8c854055a82fa9d03eddacfc8cac3d9dd2048bae5	Trinh vội vàng bóc Bánh Kẹo	vi	Không thu âm ???c 
4450962b2f924f0f18972af3f7187b6e544999d3d2d65d778ca5e448b94a7d5c	Đọc chú song Trinh liền tiếp tục	vi	grammar-or-spelling
48c68a5d8a719916a241877bf91aedae9cfd6b10c10d7c89d9cd5ad9ccd721ae	Đưa tinh vào cõi không. ​​	vi	grammar-or-spelling
445940b0c4b275a565d237d25c9d0df5952c24b82f4cc1f48d8b8ec9d1c44a9b	Tao đi cùng với nhé	vi	grammar-or-spelling
0abb2df9b838f22f99d1066e8a236ae0e4d883a135d819daf69e3f8bdf3aa293	quân khốn đáng ghét	vi	grammar-or-spelling
c4d1c7a3eb977f5f800034050ab83196b05b5b091ebb90c588d65cbf451f1f9b	tháy nó vào định lại chòa nhưng sau khi thấy ông chồng của Trinh	vi	grammar-or-spelling
46b6e3de0076ff27f155a0bd6242d2de28fca7e3ec8a8da1c3b6280f66d83042	Hãy hiểu cho em đang bận lắm mà	vi	grammar-or-spelling
090e7bf38d9688e63a9dfc047f7f20c7e8057fe9573c7ae15d3e7f1ea9130bde	Ai mà bị quỷ ám hay bắt hồn chị rất nguy hiểm	vi	grammar-or-spelling
3ce4ad91d8ca65787a7fd0ba022cace951793af282be3a4092f5c7e130facaf0	Lẽ phải co chân chạy như ma đuổi	vi	grammar-or-spelling
49218455df99d98706be5cb59be793d5f637cadcc54f64bb43da144c71c1cdbb	tay còn lại Phương kéo chăn chùm lên đầu	vi	tôi không th? ghi âm l?i nh?ng gì tôi ??c 
512d84bd74f98613cdd313ab8d93fe07b7bf9f22842ff21da556fa020b78c4e3	Nhìn mẹ vất vả tóc tại Bơ Vơ	vi	grammar-or-spelling
5b139c0f5c22133d762cde0192688f82fb7a20f016ea0565d12c6f14809c37c7	nhung bai tho hay nhat moi thoi dai	vi	grammar-or-spelling
5b139c0f5c22133d762cde0192688f82fb7a20f016ea0565d12c6f14809c37c7	nhung bai tho hay nhat moi thoi dai	vi	difficult-pronunciation
51f9c7778a91ddf01653ac2796bc0c94f3150697714408f38b0259e05cce4ac8	hay là để tamj xe ở đây rồi tao chở mày về	vi	grammar-or-spelling
5e4a1209e2259a6ede31b41ef5b7773a04c2e77ea884eec0868d1540d7fff870	Để chánh cho Phương tự mình làm tổn thương	vi	grammar-or-spelling
4a649cab23d7e983460353596dd7c082ac928204d2209680297b8c611ecdb0ff	Bố mẹ của Pương cũng như Trinh cùng bạn bè giật mình hốt hoảng	vi	grammar-or-spelling
3abf3d1426e533edcb95f646671c356e136dff03a15a9cddf0b659df6e03b7ed	cả xe lẫn người đều bị rắt lại trong gầm	vi	grammar-or-spelling
3ce65fea0a4e36cf1e70a7f54c9ead05bd80672291f67e30049e9d34b8dea5ef	Hãy ra thôn e ri a mà tìm người chủ bông hoa này	vi	grammar-or-spelling
5b139c0f5c22133d762cde0192688f82fb7a20f016ea0565d12c6f14809c37c7	nhung bai tho hay nhat moi thoi dai	vi	grammar-or-spelling
6dcb1f6680a576caebb0d5d3c8c933494d7cb3c2be955bd07c7fa477e34965c1	Sáng nay cùng sau mỗi khi thức dậy đi sang phòng thờ	vi	grammar-or-spelling
5279fb0e7b29e8c287b59c44c35f0b38ed561baa08fc6762cedb76f285309cc8	Có hai hang cây	vi	grammar-or-spelling
08851e8738d4211f29a90ade648644df80d5f2b0d1af1c565f794fe7d62c1b44	Some trai liền thắc mắc	vi	different-language
5a921054fc231c11ec722aa55108f235e6618e3079f33bfd3a8e5f496dca9c6d	Còn không đau nhưng mà con thấy lạnh mẹ ạ	vi	grammar-or-spelling
567865254fd54d6ed043e392f53cc686c4fdc92f6ff48fff43995722f2af3688	Bởi chính anh ta cũng đã trêu a phen như vậy	vi	grammar-or-spelling
4a649cab23d7e983460353596dd7c082ac928204d2209680297b8c611ecdb0ff	Bố mẹ của Pương cũng như Trinh cùng bạn bè giật mình hốt hoảng	vi	grammar-or-spelling
6fa0a1ef9f9eb6542065566bda80c484203f2732c02f532cd5c621a85c774018	Quân nhìn thấy cửa phòng thờ đã mở toang tự bảo giờ	vi	grammar-or-spelling
736a009d321b0a7074a876d4e60792bdc3f660a446e508bad9b488069dd96821	Một dòng trẻ con vang lên ở trong đầu của Trinh	vi	grammar-or-spelling
661b79f888c5e8aa36386a69101c37d110646c5bb5adaba412985d32c3602d1b	Tay ôm tay năm	vi	grammar-or-spelling
5b139c0f5c22133d762cde0192688f82fb7a20f016ea0565d12c6f14809c37c7	nhung bai tho hay nhat moi thoi dai	vi	grammar-or-spelling
7ed4b1dbed43e82843284bc3f99e9105a21109434a6285bbf4a031a52f276345	Ngoài tính nước ngọt chảy tong tong thì mọi thứ dường như bất động	vi	grammar-or-spelling
7a02242b184a2024810baabbbe8be2769769e89193792fc64e264097b32a91bd	Khối Anh xin chết chết chứ chẳng có hết	vi	grammar-or-spelling
72fd40976feca999cee213734487613df09084951d10f00aa00000270975624a	Vẫn còn sớm có lẽ là đền ghé qua shop một chút	vi	grammar-or-spelling
7b1ff6c7a63b47d72ca78b73e29bd6349343fa93d621474347488c2e5a1b14a4	Lần trước nó chuyện	vi	grammar-or-spelling
7badba45523e059a7df1373a5871c9e0cb01d00780fc0becc4d198e42c7b3c73	Chinh cũng lái xe cho đến quân không được cô về	vi	grammar-or-spelling
7929353c5a1e1cf1af9d26a9a98457685b461ac092f5cf299a8a541702ac9778	Mẹ của Thảo gì nói	vi	grammar-or-spelling
9b47929495ba92c44d568b83f94d68c1b24f45fd7d4461ac1927bba4404a3cea	Tháng nười một nghe gió vi vu thổi	vi	grammar-or-spelling
0f074c9e1205d324bc2e8a72487fc5ae7275268a0584fb829adc7e8c3abbf1c3	Bà lăng len mà cô tìm bà ấy làm gì	vi	grammar-or-spelling
d5c893f888ca2095704a3e35c0f463f76580067938e5e420a41c87d203641683	Cô nói sao bà dã Quỳ bà len đã chết	vi	grammar-or-spelling
968e5e961325f78a006b8758887aecc7539b147a69cd5d1ed275ad482edda837	Tôi có việc cần kíp muốn gặp bà len xin cô giúp cho	vi	grammar-or-spelling
3545223c5a417e32cab5f917340c7c90346088181d08a1c4c6b7d2c7024818a8	Vậy mà khi nghe câu nói đó anh đã liền hỏi	vi	OK

caa5af7c0a2a4e6b6490dd012cad245e7dfd2892092abadc51f4730736c0fbde	Hẳng phải mong tháng mười.	vi	grammar-or-spelling
72827bada2d34243af379ee0ad3ab8e155f083569e5aecae7034d29df868ff4a	Ở thôn người ta chỉ quen gọi bấy là bà len thôi Nhưng mà	vi	grammar-or-spelling
bde5685d2d77903645019a02c693c1bb3f646325d8bd5f219be98f8f1a61276c	Đó là kumanthong vẫn chưa thể giúp cô quyến rũ được quân	vi	difficult-pronunciation
981bd13ca9175231463a59c2fc49518651a471a8137e88df5ccac5c2faffc283	Anh có biết thôn e ri a không	vi	grammar-or-spelling
981bd13ca9175231463a59c2fc49518651a471a8137e88df5ccac5c2faffc283	Anh có biết thôn e ri a không	vi	difficult-pronunciation
c090c635003b1817c1817f7e331059c5ebeaa12a07cffe31641ce6283ae1bc1d	thảo đưa tay túm láy tay của em	vi	grammar-or-spelling
a605fc866afd89c5f575d37879ba9b141d280a0baaf0a0332ae59ab7b323fd1d	Anh đèn đỏ lờ mở nơi cầu thang hắt lên ma mị	vi	grammar-or-spelling
ba9a66490bcc316fa45bb7dd66d36b2fa7663c06b9c63b18343c7cceeb8af21a	về nước chơi chưa được bao lâu laij bị tai nạn	vi	grammar-or-spelling
ba9a66490bcc316fa45bb7dd66d36b2fa7663c06b9c63b18343c7cceeb8af21a	về nước chơi chưa được bao lâu laij bị tai nạn	vi	grammar-or-spelling
a1df4688d51a69bea989d88540698dec75a92d505c4005920e4960dfa1747967	Chẳng biết từ khi nào mà chinh chỉ muốn quân là của riêng mình	vi	grammar-or-spelling
de4b67af5a937b76bc3334e73ef8efdbc6688352273dba5cefa4e095aa6d68f9	Nhưng mà khi trinh định áp sát lại người của quân	vi	grammar-or-spelling
22dba925bafdf331dfe10c380adc7d0740dadf0647e7ad08d4b3886bf1f7edf4	Sao không cầm, và giữ cho riêng anh	vi	offensive-language
22dba925bafdf331dfe10c380adc7d0740dadf0647e7ad08d4b3886bf1f7edf4	Sao không cầm, và giữ cho riêng anh	vi	grammar-or-spelling
22dba925bafdf331dfe10c380adc7d0740dadf0647e7ad08d4b3886bf1f7edf4	Sao không cầm, và giữ cho riêng anh	vi	different-language
22dba925bafdf331dfe10c380adc7d0740dadf0647e7ad08d4b3886bf1f7edf4	Sao không cầm, và giữ cho riêng anh	vi	difficult-pronounce
22dba925bafdf331dfe10c380adc7d0740dadf0647e7ad08d4b3886bf1f7edf4	Sao không cầm, và giữ cho riêng anh	vi	L?i chính tã 
dcd87804d3180e75a8305b00ab3a6005d037c48a841981b9a73fca1dc328d56b	Bởi vì khi còn thấy cái giỏ thủy tinh được kumanthông	vi	different-language
dcd87804d3180e75a8305b00ab3a6005d037c48a841981b9a73fca1dc328d56b	Bởi vì khi còn thấy cái giỏ thủy tinh được kumanthông	vi	difficult-pronounce
d11489e8a81b9c2b911db8d05b5583dd0056e0607b79081dc1e85a1199373d82	Chân thành trọn vẹn trong ngàn yêu thương.	vi	difficult-pronounce
08ab0f09c8067ead4d7eda0114dbb898559618b49d078e66a7bfc39cc9f52b6e	Chứ không phải là gần đây Cứ nửa đêm	vi	offensive-language
08ab0f09c8067ead4d7eda0114dbb898559618b49d078e66a7bfc39cc9f52b6e	Chứ không phải là gần đây Cứ nửa đêm	vi	grammar-or-spelling
ff6a4324da4fbb0f5d0a9f2d35bb0d2d06c9fac3e3470470e77ad08172c39561	Mẹ dù kiệt sức	vi	different-language
e41d0c69b509ecd6ff16486a1f312142e2833031148a5ee3bdde409cbcb7c962	Hà ni phản đối	vi	offensive-language
e41d0c69b509ecd6ff16486a1f312142e2833031148a5ee3bdde409cbcb7c962	Hà ni phản đối	vi	grammar-or-spelling
e41d0c69b509ecd6ff16486a1f312142e2833031148a5ee3bdde409cbcb7c962	Hà ni phản đối	vi	different-language
e41d0c69b509ecd6ff16486a1f312142e2833031148a5ee3bdde409cbcb7c962	Hà ni phản đối	vi	difficult-pronounce
2f3da10513e385aa38efdcc35b7ac05e7520bc7c60ae8c7d85722ac5409f1161	cản ơn đã giúp tôi	vi	grammar-or-spelling
30cd4d4e170e35d1e47aed85a7e2d225fc5f34bee4302067f975da0c44023fc2	Thấm tung trang sách	vi	grammar-or-spelling
26405141a0c2eaa0d16ce12933431d37c812ce876315a607c0024ce3ae5365e9	Tháng mười về chẳng rét buốt nàng Bân	vi	grammar-or-spelling
a58556a3d76cd0a4614d715fa6e1f0b64035abedf32d88ebc726b46b1200b280	Chào nhau nụ ấm hơi người	vi	grammar-or-spelling
363086cb6a8c3adc6182921d8bbd3ac6305542b9bc665bf0b22a105be021f3da	A hồi liền quay sang thì kể	vi	grammar-or-spelling
2fa1091133ab5d204ff89e7a5f184725ce11e573d2e439d9df6849f075c228da	Mà có người chết thì người ta cũng còn nguyên vẹn	vi	grammar-or-spelling
3332b3d5d078ea1319a2a28f3d3e0f08fb3de69fc019f214d94a811dafad596c	Lời mẹ khuyên lơn	vi	grammar-or-spelling
a5870702c5058c30fa263d6844e1653a1b8d44a1304aad7267cdcd817724d990	Nhưng vẫn giá con tim gầy giữa phố	vi	grammar-or-spelling
331b7c8a9d2a0c92ad2b44485cd7b0ec2e45b73e640fa93f509f484d11efb63b	Để mẹ mãi còn	vi	grammar-or-spelling
1e72b1a718fbc4ef0f2e1db7178d97dbe44181cbeb296e848c152e3d92ecc90c	Anh chàng bị thương vẫn không lên một tiếng	vi	grammar-or-spelling
2cf453fd0be2acc029c1a5d914cd0b71925f99209dd9a4eb2bfa576dcea2d6ac	Thảo không đáp lại mà đi dần khỏi em	vi	grammar-or-spelling
2aa58ffac4047d9b3325fcb3c31c853f02bacb6715a4bc82d3289c4bdc14474d	Lúc nào Phương khỏe bọn Cháu sẽ đến thăm sau ạ	vi	grammar-or-spelling
15d8b0c925c7d95244ace9eb40d8affa87f9348d94c471eb588042b0b09064b1	Là trong nhà lại xuất hiện tiếng động lạ không	vi	grammar-or-spelling
32bd560fc8514383b17a7de000c455967440f7078681373c3767ff069556dadc	Lúc nửa đêm tự nhiên cửa bị bật ra	vi	difficult-pronounce
